fxdj,gmbz,cplx,xsjz,xsqs,tzfw,cpmc,tzqx,sylx,fxyh,fxdq,yqsy,kfsh,qsje
固定收益型,网上，手机，PAD，网点,,2015-06-08 10:00,招银进宝系列,,鼎鼎成金960058号理财计划,,,招商银行,,2016-06-09,,
浮动收益型,网上，手机，PAD，网点,,2015-06-23 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2016-06-24,,
固定收益型,网上，手机，PAD，网点,,2015-05-25 10:00,招银进宝系列,,鼎鼎成金960056号理财计划,,,招商银行,,2016-05-26,,
固定收益型,网上，手机，PAD，网点,,2015-06-15 10:00,招银进宝系列,,鼎鼎成金960059号理财计划,,,招商银行,,2016-06-16,,
固定收益型,网上，手机，PAD，网点,,2015-06-19 10:00,焦点联动系列,,环球量化对冲策略十期,,,招商银行,,2016-06-24,,
债券型,网上，手机，PAD，网点,,2015-06-24 10:00,招银进宝系列,,周周发进取型理财计划,,,招商银行,,2025-06-26,,
固定收益型,网上，手机，PAD，网点,,2015-06-01 10:00,招银进宝系列,,鼎鼎成金960057号理财计划,,,招商银行,,2016-06-02,,
固定收益型,网上，手机，PAD，网点,,2015-06-19 14:00,招银进宝系列,,鼎鼎成金960060号理财计划,,,招商银行,,2016-06-23,,
浮动收益型,网上，手机，PAD，网点,,2015-07-06 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-07-07,,
固定收益型,网上，手机，PAD，网点,,2015-07-03 10:00,招银进宝系列,,鼎鼎成金901660号理财计划-福州分行销售,,,招商银行,,2016-07-05,,
固定收益型,网上，手机，PAD，网点,,2015-06-25 10:00,A股掘金系列,,弘远平衡一期理财计划,,,招商银行,,2018-07-06,,
浮动收益型,网上，手机，PAD，网点,,2015-06-30 10:00,A股掘金系列,,睿远稳健十二期理财计划,,,招商银行,,2018-07-07,,
固定收益型,网上，手机，PAD，网点,,2015-07-08 10:00,招银进宝系列,,鼎鼎成金13221号理财计划-南京分行销售,405,5.90％,招商银行,,2016-08-23,,
固定收益型,网上，手机，PAD，网点,,2015-07-06 10:00,招银进宝系列,,鼎鼎成金960062号理财计划,,,招商银行,,2016-07-07,,
固定收益型,网上，手机，PAD，网点,,2015-06-29 10:00,招银进宝系列,,鼎鼎成金960061号理财计划,,,招商银行,,2016-06-30,,
固定收益型,网上，手机，PAD，网点,,2015-07-20 10:00,招银进宝系列,,鼎鼎成金960064号理财计划,,,招商银行,,2016-07-21,,
浮动收益型,网上，手机，PAD，网点,,2015-07-13 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-07-14,,
浮动收益型,网上，手机，PAD，网点,,2015-07-21 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2015-07-08 10:00,招银进宝系列,,鼎鼎成金901661号理财计划-北京分行销售,,,招商银行,,2016-07-08,,
浮动收益型,网上，手机，PAD，网点,,2015-07-10 10:00,A股掘金系列,,睿远稳健十三期理财计划,,,招商银行,,2018-07-17,,
浮动收益型,网上，手机，PAD，网点,,2015-05-25 10:00,A股掘金系列,,睿远平衡二期理财计划,,,招商银行,,2018-05-29,,
固定收益型,网上，手机，PAD，网点,,2015-07-13 10:00,招银进宝系列,,鼎鼎成金960063号理财计划,,,招商银行,,2016-07-14,,
浮动收益型,网上，手机，PAD，网点,,2015-07-28 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-07-29,,
固定收益型,网上，手机，PAD，网点,,2015-07-27 10:00,招银进宝系列,,鼎鼎成金960065号理财计划,,,招商银行,,2016-07-28,,
浮动收益型,网上，手机，PAD，网点,,2015-08-04 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-08-05,,
固定收益型,网上，手机，PAD，网点,,2015-08-03 10:00,招银进宝系列,,鼎鼎成金960066号理财计划,,,招商银行,,2016-08-04,,
固定收益型,网点,,2015-07-30 10:00,招银进宝系列,,债券积极套利36号理财计划,,,招商银行,,2016-08-04,,
固定收益型,网上，手机，PAD，网点,,2015-07-22 09:00,招银进宝系列,,鼎鼎成金901671号理财计划-佛山分行销售,,,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2015-07-31 10:00,A股掘金系列,,睿远平衡三期理财计划,,,招商银行,,2018-08-07,,
固定收益型,网上，手机，PAD，网点,,2015-08-10 10:00,招银进宝系列,,鼎鼎成金13470号理财计划-天津、深圳分行销售,,5.10％,招商银行,,2016-09-29,,
浮动收益型,网上，手机，PAD，网点,,2015-08-11 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2015-08-13 10:00,招银进宝系列,,鼎鼎成金13655号理财计划-哈尔滨、武汉分行销售,280,5.20％,招商银行,,2016-05-27,,
固定收益型,网上，手机，PAD，网点,,2015-08-11 10:00,招银进宝系列,,鼎鼎成金13731号理财计划-南京分行销售,370,5.60％,招商银行,,2016-08-23,,
固定收益型,网上，手机，PAD，网点,,2015-08-10 10:00,招银进宝系列,,鼎鼎成金960067号理财计划,,,招商银行,,2016-08-11,,
固定收益型,网上，手机，PAD，网点,,2015-08-19 10:00,招银进宝系列,,鼎鼎成金13473号理财计划-天津、深圳分行销售,94,5.00％,招商银行,,2100-01-01,,
固定收益型,网上，手机，PAD，网点,,2015-08-14 10:00,招银进宝系列,,鼎鼎成金13159号理财计划-济南分行销售,308,5.20％,招商银行,,2016-06-24,,
固定收益型,网上，手机，PAD，网点,,2015-08-24 10:00,招银进宝系列,,鼎鼎成金960069号理财计划,,,招商银行,,2016-08-25,,
浮动收益型,网上，手机，PAD，网点,,2015-08-25 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-08-26,,
固定收益型,网上，手机，PAD，网点,,2015-09-21 10:00,招银进宝系列,,鼎鼎成金960073号理财计划,,,招商银行,,2016-09-22,,
固定收益型,网上，手机，PAD，网点,,2015-08-17 10:00,招银进宝系列,,鼎鼎成金960068号理财计划,,,招商银行,,2016-08-18,,
固定收益型,网上，手机，PAD，网点,,2015-09-18 09:30,招银进宝系列,,美元日益月鑫理财计划A款30天,,,招商银行,,2025-09-22,,
固定收益型,网上，手机，PAD，网点,,2015-09-18 09:30,招银进宝系列,,美元日益月鑫理财计划A款21天,,,招商银行,,2025-09-22,,
固定收益型,网上，手机，PAD，网点,,2015-09-21 09:00,招银进宝系列,,日日盈分级理财计划,,,招商银行,,2025-09-23,,
固定收益型,网上，手机，PAD，网点,,2015-08-30 10:00,招银进宝系列,,美元鼎鼎成金960070号理财计划,,,招商银行,,2016-09-01,,
浮动收益型,网上，手机，PAD，网点,,2015-09-21 09:00,招银进宝系列,,日日盈分级理财计划,,,招商银行,,2025-09-23,,
固定收益型,网点,,2015-08-28 10:00,招银进宝系列,,债券积极套利37号理财计划,,,招商银行,,2016-09-07,,
浮动收益型,网上，手机，PAD，网点,,2015-08-18 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-08-19,,
固定收益型,网上，手机，PAD，网点,,2015-09-25 10:00,招银进宝系列,,鼎鼎成金13832号理财计划-沈阳分行销售,254,4.90％,招商银行,,2016-06-09,,
浮动收益型,网上，手机，PAD，网点,,2015-09-22 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-09-23,,
固定收益型,网点,,2015-09-24 10:00,招银进宝系列,,债券积极套利38号理财计划,,,招商银行,,2016-09-30,,
浮动收益型,网上，手机，PAD，网点,,2015-09-21 09:00,招银进宝系列,,日日盈分级理财计划,,,招商银行,,2025-09-23,,
浮动收益型,网上，手机，PAD，网点,,2015-09-28 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-09-30,,
固定收益型,网上，手机，PAD，网点,,2015-10-13 10:00,招银进宝系列,,鼎鼎成金960074号理财计划,,,招商银行,,2016-10-13,,
固定收益型,网上，手机，PAD，网点,,2015-10-20 14:00,招银进宝系列,,鼎鼎成金960075号理财计划,,,招商银行,,2016-10-20,,
固定收益型,网上，手机，PAD，网点,,2015-10-22 10:00,招银进宝系列,,鼎鼎成金14062号理财计划-南宁分行销售,202,5.60％,招商银行,,2016-05-17,,
固定收益型,网上，手机，PAD，网点,,2015-10-19 10:00,招银进宝系列,,鼎鼎成金14061号理财计划-南宁分行销售,201,5.60％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2015-10-24 10:00,A股掘金系列,,睿远稳健十五期理财计划,,,招商银行,,2018-10-30,,
固定收益型,网上，手机，PAD，网点,,2015-10-26 10:00,招银进宝系列,,鼎鼎成金960076号理财计划,,,招商银行,,2016-10-27,,
浮动收益型,网上，手机，PAD，网点,,2015-10-27 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-10-28,,
固定收益型,网点,,2015-10-26 10:00,招银进宝系列,,债券积极套利39号理财计划,,,招商银行,,2016-10-30,,
固定收益型,网上，手机，PAD，网点,,2015-10-27 10:00,招银进宝系列,,鼎鼎成金14153号理财计划-南宁分行销售,199,5.60％,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2015-10-27 10:00,招银进宝系列,,鼎鼎成金14043号理财计划-苏州分行销售,189,5.00％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2015-10-28 09:30,招银进宝系列,,美元日益月鑫理财计划B款180天,,,招商银行,,2025-10-30,,
固定收益型,网上，手机，PAD，网点,,2015-10-30 10:00,招银进宝系列,,鼎鼎成金14154号理财计划-南宁分行销售,196,5.60％,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2015-10-30 10:00,招银进宝系列,,鼎鼎成金14077号理财计划-大连分行销售,188,5.20％,招商银行,,2016-05-11,,
固定收益型,网上，手机，PAD，网点,,2015-10-28 09:30,招银进宝系列,,美元日益月鑫理财计划B款360天,,,招商银行,,2025-10-30,,
浮动收益型,网上，手机，PAD，网点,,2015-10-20 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-10-21,,
浮动收益型,网上，手机，PAD，网点,,2015-11-03 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-11-04,,
固定收益型,网上，手机，PAD，网点,,2015-11-05 10:00,招银进宝系列,,鼎鼎成金14155号理财计划-南宁分行销售,195,5.60％,招商银行,,2016-05-23,,
固定收益型,网上，手机，PAD，网点,,2015-11-09 10:00,招银进宝系列,,港币鼎鼎成金0175号理财计划,,1.50％,招商银行,,2016-05-12,,
固定收益型,网上，手机，PAD，网点,,2015-11-09 10:00,招银进宝系列,,美元鼎鼎成金0151号理财计划,,1.85％,招商银行,,2016-05-12,,
固定收益型,网上，手机，PAD，网点,,2015-11-09 10:00,招银进宝系列,,澳元鼎鼎成金0163号理财计划,,2.80％,招商银行,,2016-05-12,,
浮动收益型,网上，手机，PAD，网点,,2015-11-10 10:00,A009 结构性存款系列,,黄金两层区间六个月结构性存款,,,招商银行,,2016-05-12,,
固定收益型,网上，手机，PAD，网点,,2015-11-10 10:00,招银进宝系列,,鼎鼎成金14156号理财计划-南宁分行销售,192,5.40％,招商银行,,2016-05-23,,
固定收益型,网上，手机，PAD，网点,,2015-11-10 10:00,招银进宝系列,,鼎鼎成金14096号理财计划-重庆分行销售,193,5.20％,招商银行,,2016-05-27,,
固定收益型,网上，手机，PAD，网点,,2015-11-10 10:00,招银进宝系列,,鼎鼎成金14044号理财计划-苏州分行销售,175,5.00％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2015-11-02 10:00,招银进宝系列,,鼎鼎成金960077号理财计划,,,招商银行,,2016-11-03,,
固定收益型,网上，手机，PAD，网点,,2015-11-09 10:00,招银进宝系列,,鼎鼎成金14138号理财计划-杭州分行销售,181,5.00％,招商银行,,2016-05-12,,
固定收益型,网上，手机，PAD，网点,,2015-11-10 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-11-11,,
固定收益型,网上，手机，PAD，网点,,2015-11-12 10:00,招银进宝系列,,鼎鼎成金960079号理财计划,,,招商银行,,2016-11-17,,
固定收益型,网上，手机，PAD，网点,,2015-11-12 10:00,招银进宝系列,,鼎鼎成金14157号理财计划-南宁分行销售,199,5.40％,招商银行,,2016-06-03,,
固定收益型,网上，手机，PAD，网点,,2015-11-12 10:00,招银进宝系列,,鼎鼎成金14139号理财计划-杭州分行销售,182,5.00％,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2015-11-12 16:30,招银进宝系列,,美元鼎鼎成金0184号理财计划,,3.10％,招商银行,,2017-11-16,,
固定收益型,网上，手机，PAD，网点,,2015-11-16 10:00,招银进宝系列,,鼎鼎成金930077号理财计划,,,招商银行,,2016-05-17,,
浮动收益型,网上，手机，PAD，网点,,2015-11-17 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-11-18,,
浮动收益型,网上，手机，PAD，网点,,2015-11-17 10:00,A009 结构性存款系列,,黄金两层区间六个月结构性存款,,,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2015-11-16 10:00,招银进宝系列,,港币鼎鼎成金0176号理财计划,,1.50％,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2015-11-17 10:00,招银进宝系列,,鼎鼎成金14207号理财计划-济南分行销售,351,4.60％,招商银行,,2016-11-09,,
固定收益型,网上，手机，PAD，网点,,2015-11-17 10:00,招银进宝系列,,鼎鼎成金14158号理财计划-南宁分行销售,200,5.30％,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2015-11-16 10:00,招银进宝系列,,澳元鼎鼎成金0164号理财计划,,2.75％,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2015-11-16 10:00,招银进宝系列,,鼎鼎成金14045号理财计划-苏州分行销售,176,5.00％,招商银行,,2016-05-17,,
固定收益型,网上，手机，PAD，网点,,2015-11-16 10:00,招银进宝系列,,美元鼎鼎成金0152号理财计划,,1.85％,招商银行,,2016-05-19,,
固定收益型,网上，手机，PAD，网点,,2015-11-19 10:00,招银进宝系列,,鼎鼎成金14140号理财计划-杭州分行销售,189,5.00％,招商银行,,2016-06-02,,
固定收益型,网上，手机，PAD，网点,,2015-11-19 10:00,招银进宝系列,,鼎鼎成金14027号理财计划-南通分行销售,188,5.00％,招商银行,,2016-06-01,,
固定收益型,网上，手机，PAD，网点,,2015-11-23 10:00,招银进宝系列,,鼎鼎成金980034号理财计划,,,招商银行,,2016-05-24,,
固定收益型,网上，手机，PAD，网点,,2015-11-20 10:00,招银进宝系列,,鼎鼎成金13944号理财计划-南宁分行销售,202,5.30％,招商银行,,2016-06-14,,
固定收益型,网上，手机，PAD，网点,,2015-11-23 10:00,招银进宝系列,,美元鼎鼎成金0153号理财计划,,1.80％,招商银行,,2016-05-26,,
浮动收益型,网上，手机，PAD，网点,,2015-11-24 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-11-25,,
固定收益型,网上，手机，PAD，网点,,2015-11-20 10:00,招银进宝系列,,美元鼎鼎成金0185号理财计划,,3.10％，,招商银行,,2017-11-24,,
固定收益型,网上，手机，PAD，网点,,2015-11-23 10:00,招银进宝系列,,澳元鼎鼎成金0165号理财计划,,3.00％,招商银行,,2016-05-26,,
浮动收益型,网上，手机，PAD，网点,,2015-11-24 10:00,A009 结构性存款系列,,黄金两层区间六个月结构性存款,,,招商银行,,2016-05-26,,
固定收益型,网上，手机，PAD，网点,,2015-11-23 10:00,招银进宝系列,,鼎鼎成金960080号理财计划,,,招商银行,,2016-11-25,,
固定收益型,网上，手机，PAD，网点,,2015-11-27 10:00,招银进宝系列,,鼎鼎成金14240号理财计划-南宁分行销售,197,5.30％,招商银行,,2016-06-17,,
固定收益型,网点,,2015-11-25 10:00,招银进宝系列,,债券积极套利40号理财计划,,,招商银行,,2016-12-01,,
固定收益型,网上，手机，PAD，网点,,2015-11-27 10:00,招银进宝系列,,鼎鼎成金14264号理财计划-长春分行销售,163,5.00％,招商银行,,2016-05-11,,
固定收益型,网上，手机，PAD，网点,,2015-12-11 10:00,招银进宝系列,,美元鼎鼎成金0190号理财计划,,3.10％,招商银行,,2017-12-14,,
固定收益型,网上，手机，PAD，网点,,2015-12-11 10:00,招银进宝系列,,鼎鼎成金14169号理财计划-武汉分行销售,,4.90％,招商银行,,2016-06-18,,
固定收益型,网上，手机，PAD，网点,,2015-11-27 10:00,招银进宝系列,,鼎鼎成金930079号理财计划,,,招商银行,,2016-05-31,,
固定收益型,网上，手机，PAD，网点,,2015-12-11 10:00,招银进宝系列,,美元鼎鼎成金0189号理财计划,,2.50％,招商银行,,2016-12-22,,
固定收益型,网上，手机，PAD，网点,,2015-12-14 10:00,招银进宝系列,,鼎鼎成金930081号理财计划,,,招商银行,,2016-06-15,,
固定收益型,网上，手机，PAD，网点,,2015-11-25 10:00,招银进宝系列,,鼎鼎成金14297号理财计划-苏州分行销售,159,4.80％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2015-11-26 10:00,招银进宝系列,,鼎鼎成金14011号理财计划-杭州分行销售,159,5.00％,招商银行,,2016-05-10,,
浮动收益型,网上，手机，PAD，网点,,2015-12-15 10:00,A009 结构性存款系列,,黄金两层区间六个月结构性存款,,,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2015-12-15 10:00,招银进宝系列,,鼎鼎成金14345号理财计划-南宁分行销售,,5.30％,招商银行,,2016-07-01,,
浮动收益型,网上，手机，PAD，网点,,2015-12-15 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-12-16,,
固定收益型,网上，手机，PAD，网点,,2015-12-11 10:00,招银进宝系列,,美元鼎鼎成金0156号理财计划,,1.85％,招商银行,,2016-06-16,,
固定收益型,网上，手机，PAD，网点,,2015-11-23 10:00,招银进宝系列,,港币鼎鼎成金0177号理财计划,,1.50％,招商银行,,2016-05-26,,
固定收益型,网上，手机，PAD，网点,,2015-12-17 10:00,招银进宝系列,,鼎鼎成金30004号理财计划-南通分行销售,183,5.00％,招商银行,,2016-06-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,美元鼎鼎成金0192号理财计划,,3.10％,招商银行,,2017-12-21,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,澳元鼎鼎成金0169号理财计划,,2.75％,招商银行,,2016-06-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,港币鼎鼎成金0181号理财计划,,1.50％,招商银行,,2016-06-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-21 10:00,招银进宝系列,,鼎鼎成金930082号理财计划,,,招商银行,,2016-06-21,,
固定收益型,网上，手机，PAD，网点,,2015-12-11 10:00,招银进宝系列,,澳元鼎鼎成金0168号理财计划,,2.75％,招商银行,,2016-06-16,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,鼎鼎成金14268号理财计划-长春分行销售,180,5.00％,招商银行,,2016-06-22,,
浮动收益型,网上，手机，PAD，网点,,2015-12-22 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-12-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,鼎鼎成金14346号理财计划-南宁分行销售,,5.30％,招商银行,,2016-07-05,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,鼎鼎成金960084号理财计划,,,招商银行,,2016-12-29,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,美元鼎鼎成金0194号理财计划,,3.10％,招商银行,,2017-12-28,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,美元鼎鼎成金0193号理财计划,,2.50％,招商银行,,2017-01-05,,
浮动收益型,网上，手机，PAD，网点,,2015-12-22 10:00,A009 结构性存款系列,,黄金两层区间六个月结构性存款,,,招商银行,,2016-06-24,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,美元鼎鼎成金0158号理财计划,,1.85％,招商银行,,2016-06-30,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,美元鼎鼎成金0191号理财计划,,2.50％,招商银行,,2016-12-29,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,鼎鼎成金14031号理财计划-福州分行销售,133,4.80％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2015-12-17 10:00,招银进宝系列,,鼎鼎成金14290号理财计划-南京分行销售,,5.10％,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2015-12-25 10:00,招银进宝系列,,鼎鼎成金930083号理财计划,,,招商银行,,2016-06-22,,
固定收益型,网上，手机，PAD，网点,,2015-12-29 10:00,招银进宝系列,,鼎鼎成金14348号理财计划-南宁分行销售,189,5.30％,招商银行,,2016-07-12,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,鼎鼎成金14347号理财计划-南宁分行销售,192,5.30％,招商银行,,2016-07-08,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,澳元鼎鼎成金0170号理财计划,,2.75％,招商银行,,2016-06-30,,
固定收益型,网点,,2015-12-25 10:00,招银进宝系列,,债券积极套利41号理财计划,,,招商银行,,2016-12-30,,
固定收益型,网上，手机，PAD，网点,,2015-12-29 10:00,A股掘金系列,,睿远稳健十六期理财计划,,,招商银行,,2019-01-06,,
固定收益型,网上，手机，PAD，网点,,2015-12-18 10:00,招银进宝系列,,美元鼎鼎成金0157号理财计划,,1.85％,招商银行,,2016-06-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-23 10:00,招银进宝系列,,金葵花增利系列119号理财计划,,,招商银行,,2016-06-29,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,美元鼎鼎成金0196号理财计划,,3.10％,招商银行,,2018-01-04,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,港币鼎鼎成金0183号理财计划,,1.50％,招商银行,,2016-07-07,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,澳元鼎鼎成金0171号理财计划,,2.75％,招商银行,,2016-07-07,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,美元鼎鼎成金0195号理财计划,,2.50％,招商银行,,2017-01-12,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,鼎鼎成金14301号理财计划-东莞分行销售,180,5.10％,招商银行,,2016-07-06,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,美元鼎鼎成金0159号理财计划,,1.85％,招商银行,,2016-07-07,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,鼎鼎成金14143号理财计划-杭州分行销售,261,4.80％,招商银行,,2016-09-23,,
固定收益型,网上，手机，PAD，网点,,2015-12-24 10:00,招银进宝系列,,鼎鼎成金960085号理财计划,,,招商银行,,2017-01-05,,
固定收益型,网上，手机，PAD，网点,,2015-12-31 10:00,招银进宝系列,,鼎鼎成金14288号理财计划-武汉分行销售,175,4.90％,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2015-12-31 10:00,招银进宝系列,,鼎鼎成金930084号理财计划,,,招商银行,,2016-07-06,,
固定收益型,网上，手机，PAD，网点,,2015-12-31 10:00,招银进宝系列,,鼎鼎成金980040号理财计划,,,招商银行,,2016-05-11,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,鼎鼎成金14133号理财计划-重庆分行销售,300,5.10％,招商银行,,2016-10-31,,
固定收益型,网上，手机，PAD，网点,,2015-12-31 10:00,招银进宝系列,,金葵花增利系列127号理财计划,,,招商银行,,2016-07-08,,
浮动收益型,网上，手机，PAD，网点,,2016-01-12 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2017-01-13,,
固定收益型,网上，手机，PAD，网点,,2016-01-08 10:00,招银进宝系列,,金葵花增利系列133号理财计划,,,招商银行,,2016-07-13,,
固定收益型,网上，手机，PAD，网点,,2016-01-11 10:00,招银进宝系列,,鼎鼎成金30037号理财计划-南通分行销售,175,4.90％,招商银行,,2016-07-11,,
固定收益型,网上，手机，PAD，网点,,2016-01-08 10:00,招银进宝系列,,金葵花增利系列132号理财计划,,,招商银行,,2016-05-18,,
固定收益型,网上，手机，PAD，网点,,2015-12-30 10:00,招银进宝系列,,鼎鼎成金960086号理财计划,,,招商银行,,2017-01-12,,
固定收益型,网上，手机，PAD，网点,,2016-01-04 00:00,招银进宝系列,,鼎鼎成金14454号理财计划-福州分行销售,143,5.00％,招商银行,,2016-06-03,,
浮动收益型,网上，手机，PAD，网点,,2016-01-12 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-07-14,,
固定收益型,网上，手机，PAD，网点,,2016-01-12 09:00,招银进宝系列,,鼎鼎成金901750号理财计划-福州分行销售,,4.6%,招商银行,,2016-12-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-12 10:00,招银进宝系列,,鼎鼎成金14460号理财计划-南宁分行销售,189,5.10％,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2016-01-13 10:00,招银进宝系列,,鼎鼎成金960088号理财计划,,2.6%,招商银行,,2017-01-19,,
固定收益型,网上，手机，PAD，网点,,2016-01-12 09:00,招银进宝系列,,鼎鼎成金901752号理财计划-福州分行销售,,4.6%,招商银行,,2016-12-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-13 09:00,招银进宝系列,,鼎鼎成金901745号理财计划-福州分行销售,,4.6%,招商银行,,2016-12-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-13 10:00,招银进宝系列,,鼎鼎成金14391号理财计划-太原分行销售,121,4.90％,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2016-01-13 09:00,招银进宝系列,,鼎鼎成金901751号理财计划-福州分行销售,,4.6%,招商银行,,2016-12-26,,
固定收益型,网上，手机，PAD，网点,,2016-01-13 10:00,招银进宝系列,,美元鼎鼎成金0198号理财计划,,3.10％,招商银行,,2018-01-18,,
固定收益型,网上，手机，网点,,2016-01-13 10:00,招银进宝系列,,美元鼎鼎成金0230号理财计划,,2.50％,招商银行,,2017-01-19,,
固定收益型,网上，手机，PAD，网点,,2016-01-13 10:00,招银进宝系列,,美元鼎鼎成金0215号理财计划,,1.85％,招商银行,,2016-07-21,,
固定收益型,网上，手机，PAD，网点,,2016-01-14 10:00,招银进宝系列,,鼎鼎成金14088号理财计划-广州分行销售,111,4.75％,招商银行,,2016-05-10,,
固定收益型,网上，手机，PAD，网点,,2016-01-15 10:00,招银进宝系列,,鼎鼎成金14422号理财计划-厦门分行销售,134,4.80％,招商银行,,2016-06-01,,
固定收益型,网上，手机，PAD，网点,,2016-01-15 10:00,招银进宝系列,,鼎鼎成金14438号理财计划-天津、深圳分行销售,119,4.90％,招商银行,,2016-05-20,,
固定收益型,网上，手机，PAD，网点,,2016-01-14 10:00,招银进宝系列,,鼎鼎成金14303号理财计划-苏州分行销售,163,5.00％,招商银行,,2016-07-02,,
固定收益型,网上，手机，PAD，网点,,2016-01-15 10:00,招银进宝系列,,鼎鼎成金14461号理财计划-南宁分行销售,196,5.10％,招商银行,,2016-08-02,,
